path,drug_name,analysis_id,source,drug_id,analysis_unit,n_matched,response_sd,eligible
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1558_lapatinib.npz,Lapatinib,GDSC2::1558::Lapatinib,GDSC2,1558,source_drug,938,1.572391220142181,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1083_crizotinib.npz,Crizotinib,GDSC2::1083::Crizotinib,GDSC2,1083,source_drug,938,1.5099056512683136,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1032_afatinib.npz,Afatinib,GDSC2::1032::Afatinib,GDSC2,1032,source_drug,938,1.4397850568721895,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1375_temozolomide.npz,Temozolomide,GDSC2::1375::Temozolomide,GDSC2,1375,source_drug,938,1.2998029207138844,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1931_mira_1.npz,MIRA-1,GDSC2::1931::MIRA-1,GDSC2,1931,source_drug,938,1.2338237211548784,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1915_azd3759.npz,AZD3759,GDSC2::1915::AZD3759,GDSC2,1915,source_drug,938,1.0744669259350803,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1088_irinotecan.npz,Irinotecan,GDSC2::1088::Irinotecan,GDSC2,1088,source_drug,937,1.9284280365398694,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1560_alpelisib.npz,Alpelisib,GDSC2::1560::Alpelisib,GDSC2,1560,source_drug,937,1.3597275221141811,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1093_gsk1904529a.npz,GSK1904529A,GDSC2::1093::GSK1904529A,GDSC2,1093,source_drug,937,1.0890714034279134,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1237_epz004777.npz,EPZ004777,GDSC2::1237::EPZ004777,GDSC2,1237,source_drug,937,0.9591899283400088,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1559_luminespib.npz,Luminespib,GDSC2::1559::Luminespib,GDSC2,1559,source_drug,936,1.8166447689300242,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1564_sch772984.npz,SCH772984,GDSC2::1564::SCH772984,GDSC2,1564,source_drug,936,1.7964414292927284,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1598_lgk974.npz,LGK974,GDSC2::1598::LGK974,GDSC2,1598,source_drug,936,1.1056152121628515,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1200_fulvestrant.npz,Fulvestrant,GDSC2::1200::Fulvestrant,GDSC2,1200,source_drug,935,0.8973817942815969,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1079_dasatinib.npz,Dasatinib,GDSC2::1079::Dasatinib,GDSC2,1079,source_drug,934,2.3140235206144406,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1997_wehi_539.npz,WEHI-539,GDSC2::1997::WEHI-539,GDSC2,1997,source_drug,934,1.7026014288382656,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1563_epz5676.npz,EPZ5676,GDSC2::1563::EPZ5676,GDSC2,1563,source_drug,934,0.985515015088774,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1190_gemcitabine.npz,Gemcitabine,GDSC2::1190::Gemcitabine,GDSC2,1190,source_drug,933,3.0101268238769205,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1021_axitinib.npz,Axitinib,GDSC2::1021::Axitinib,GDSC2,1021,source_drug,933,1.6742585148296674,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1022_azd7762.npz,AZD7762,GDSC2::1022::AZD7762,GDSC2,1022,source_drug,933,1.5283445245313336,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1036_plx_4720.npz,PLX-4720,GDSC2::1036::PLX-4720,GDSC2,1036,source_drug,933,1.4669445452101877,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1594_osi_027.npz,OSI-027,GDSC2::1594::OSI-027,GDSC2,1594,source_drug,932,1.4816365746980933,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1786_azd4547.npz,AZD4547,GDSC2::1786::AZD4547,GDSC2,1786,source_drug,931,1.495711177335159,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1632_ribociclib.npz,Ribociclib,GDSC2::1632::Ribociclib,GDSC2,1632,source_drug,931,1.1533250172394094,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1012_vorinostat.npz,Vorinostat,GDSC2::1012::Vorinostat,GDSC2,1012,source_drug,931,1.090951231391975,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1494_sn_38.npz,SN-38,GDSC2::1494::SN-38,GDSC2,1494,source_drug,930,2.0225396600067858,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1909_venetoclax.npz,Venetoclax,GDSC2::1909::Venetoclax,GDSC2,1909,source_drug,930,1.901945914032885,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1080_paclitaxel.npz,Paclitaxel,GDSC2::1080::Paclitaxel,GDSC2,1080,source_drug,930,1.7545249615443848,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1239_yk_4_279.npz,YK-4-279,GDSC2::1239::YK-4-279,GDSC2,1239,source_drug,930,1.652565793928669,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1511_epirubicin.npz,Epirubicin,GDSC2::1511::Epirubicin,GDSC2,1511,source_drug,930,1.6339164342051786,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1941_sepantronium_bromide.npz,Sepantronium bromide,GDSC2::1941::Sepantronium bromide,GDSC2,1941,source_drug,930,1.626697593368907,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1933_p22077.npz,P22077,GDSC2::1933::P22077,GDSC2,1933,source_drug,930,1.502223592965477,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1932_nvp_adw742.npz,NVP-ADW742,GDSC2::1932::NVP-ADW742,GDSC2,1932,source_drug,930,1.4681807514204055,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1917_azd6738.npz,AZD6738,GDSC2::1917::AZD6738,GDSC2,1917,source_drug,930,1.4660019561176787,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1924_ipatasertib.npz,Ipatasertib,GDSC2::1924::Ipatasertib,GDSC2,1924,source_drug,930,1.4520328328410042,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1916_azd5363.npz,AZD5363,GDSC2::1916::AZD5363,GDSC2,1916,source_drug,930,1.440421413581424,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1057_dactolisib.npz,Dactolisib,GDSC2::1057::Dactolisib,GDSC2,1057,source_drug,930,1.4270413665885553,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1908_ulixertinib.npz,Ulixertinib,GDSC2::1908::Ulixertinib,GDSC2,1908,source_drug,930,1.4183127562468387,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1918_azd8186.npz,AZD8186,GDSC2::1918::AZD8186,GDSC2,1918,source_drug,930,1.3863049671150616,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1091_bms_536924.npz,BMS-536924,GDSC2::1091::BMS-536924,GDSC2,1091,source_drug,930,1.3770250104447712,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1928_i_brd9.npz,I-BRD9,GDSC2::1928::I-BRD9,GDSC2,1928,source_drug,930,1.2721266865618637,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1930_telomerase_inhibitor_ix.npz,Telomerase Inhibitor IX,GDSC2::1930::Telomerase Inhibitor IX,GDSC2,1930,source_drug,930,1.2373949257203218,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1085_sorafenib.npz,Sorafenib,GDSC2::1085::Sorafenib,GDSC2,1085,source_drug,930,1.2238774016732927,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1922_cediranib.npz,Cediranib,GDSC2::1922::Cediranib,GDSC2,1922,source_drug,930,1.2022298675805094,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1010_gefitinib.npz,Gefitinib,GDSC2::1010::Gefitinib,GDSC2,1010,source_drug,930,1.1989320956736098,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1927_gsk2578215a.npz,GSK2578215A,GDSC2::1927::GSK2578215A,GDSC2,1927,source_drug,930,0.960703832943914,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1873_buparlisib.npz,Buparlisib,GDSC2::1873::Buparlisib,GDSC2,1873,source_drug,930,0.9430298913857266,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1925_gdc0810.npz,GDC0810,GDSC2::1925::GDC0810,GDSC2,1925,source_drug,930,0.9399244029699124,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1913_agi_5198.npz,AGI-5198,GDSC2::1913::AGI-5198,GDSC2,1913,source_drug,930,0.9057223177855778,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1910_abt737.npz,ABT737,GDSC2::1910::ABT737,GDSC2,1910,source_drug,929,2.055933711404334,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1046_wee1_inhibitor.npz,Wee1 Inhibitor,GDSC2::1046::Wee1 Inhibitor,GDSC2,1046,source_drug,929,1.5357002221639677,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1912_afuresertib.npz,Afuresertib,GDSC2::1912::Afuresertib,GDSC2,1912,source_drug,929,1.471861373881236,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1919_osimertinib.npz,Osimertinib,GDSC2::1919::Osimertinib,GDSC2,1919,source_drug,929,1.270077922404601,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1199_tamoxifen.npz,Tamoxifen,GDSC2::1199::Tamoxifen,GDSC2,1199,source_drug,929,1.2183077742191382,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1936_savolitinib.npz,Savolitinib,GDSC2::1936::Savolitinib,GDSC2,1936,source_drug,929,1.1910996160562135,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1191_bortezomib.npz,Bortezomib,GDSC2::1191::Bortezomib,GDSC2,1191,source_drug,929,1.0739325722605935,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1940_wiki4.npz,WIKI4,GDSC2::1940::WIKI4,GDSC2,1940,source_drug,929,0.9640353507817646,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1512_cyclophosphamide.npz,Cyclophosphamide,GDSC2::1512::Cyclophosphamide,GDSC2,1512,source_drug,929,0.8833739362869284,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1259_talazoparib.npz,Talazoparib,GDSC2::1259::Talazoparib,GDSC2,1259,source_drug,928,2.1877643540967426,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1529_pevonedistat.npz,Pevonedistat,GDSC2::1529::Pevonedistat,GDSC2,1529,source_drug,928,2.149795445245421,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2048_vinorelbine.npz,Vinorelbine,GDSC2::2048::Vinorelbine,GDSC2,2048,source_drug,928,2.110462756978587,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1168_erlotinib.npz,Erlotinib,GDSC2::1168::Erlotinib,GDSC2,1168,source_drug,928,1.3526701551853628,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1025_sb216763.npz,SB216763,GDSC2::1025::SB216763,GDSC2,1025,source_drug,928,1.0261946863525897,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1052_ro_3306.npz,RO-3306,GDSC2::1052::RO-3306,GDSC2,1052,source_drug,927,1.6175509834486457,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1013_nilotinib.npz,Nilotinib,GDSC2::1013::Nilotinib,GDSC2,1013,source_drug,927,1.556061556354774,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1042_doramapimod.npz,Doramapimod,GDSC2::1042::Doramapimod,GDSC2,1042,source_drug,927,1.1696939995403992,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2109_az6102.npz,AZ6102,GDSC2::2109::AZ6102,GDSC2,2109,source_drug,927,1.1339427173473773,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1030_ku_55933.npz,KU-55933,GDSC2::1030::KU-55933,GDSC2,1030,source_drug,927,1.1218880852598325,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1373_dabrafenib.npz,Dabrafenib,GDSC2::1373::Dabrafenib,GDSC2,1373,source_drug,926,1.84965042668875,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2170_at13148.npz,AT13148,GDSC2::2170::AT13148,GDSC2,2170,source_drug,926,1.611534480176304,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2096_vx_11e.npz,VX-11e,GDSC2::2096::VX-11e,GDSC2,2096,source_drug,926,1.415920400681514,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2110_gsk591.npz,GSK591,GDSC2::2110::GSK591,GDSC2,2110,source_drug,926,1.2112237541372324,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2107_lji308.npz,LJI308,GDSC2::2107::LJI308,GDSC2,2107,source_drug,926,1.073926223960055,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1072_avagacestat.npz,Avagacestat,GDSC2::1072::Avagacestat,GDSC2,1072,source_drug,926,1.0590879681799121,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2040_foretinib.npz,Foretinib,GDSC2::2040::Foretinib,GDSC2,2040,source_drug,925,1.372969644795061,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1023_gw441756.npz,GW441756,GDSC2::1023::GW441756,GDSC2,1023,source_drug,925,0.9234910322703613,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2046_mk_8776.npz,MK-8776,GDSC2::2046::MK-8776,GDSC2,2046,source_drug,924,1.6592862420707934,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2111_ve821.npz,VE821,GDSC2::2111::VE821,GDSC2,2111,source_drug,924,1.5761592620188212,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2043_bibr_1532.npz,BIBR-1532,GDSC2::2043::BIBR-1532,GDSC2,2043,source_drug,924,1.0099937481498857,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2044_pyridostatin.npz,Pyridostatin,GDSC2::2044::Pyridostatin,GDSC2,2044,source_drug,923,1.3049467787139852,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1043_jnk_inhibitor_viii.npz,JNK Inhibitor VIII,GDSC2::1043::JNK Inhibitor VIII,GDSC2,1043,source_drug,923,0.9547340077782432,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1084_rapamycin.npz,Rapamycin,GDSC2::1084::Rapamycin,GDSC2,1084,source_drug,922,1.5616099023429277,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2045_amg_319.npz,AMG-319,GDSC2::2045::AMG-319,GDSC2,2045,source_drug,922,1.1757234562573855,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1051_alisertib.npz,Alisertib,GDSC2::1051::Alisertib,GDSC2,1051,source_drug,921,2.2724857276634074,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2171_bms_754807.npz,BMS-754807,GDSC2::2171::BMS-754807,GDSC2,2171,source_drug,921,1.9799905187122901,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2172_jq1.npz,JQ1,GDSC2::2172::JQ1,GDSC2,2172,source_drug,921,1.9594286823789984,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1062_selumetinib.npz,Selumetinib,GDSC2::1062::Selumetinib,GDSC2,1062,source_drug,921,1.740705386917946,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1026_tanespimycin.npz,Tanespimycin,GDSC2::1026::Tanespimycin,GDSC2,1026,source_drug,921,1.5897638758228123,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1019_bosutinib.npz,Bosutinib,GDSC2::1019::Bosutinib,GDSC2,1019,source_drug,921,1.533146689534131,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1029_motesanib.npz,Motesanib,GDSC2::1029::Motesanib,GDSC2,1029,source_drug,921,1.1299365443009273,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1020_lenalidomide.npz,Lenalidomide,GDSC2::1020::Lenalidomide,GDSC2,1020,source_drug,921,1.0687693220352814,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1033_vismodegib.npz,Vismodegib,GDSC2::1033::Vismodegib,GDSC2,1033,source_drug,921,0.9814976591051338,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1018_veliparib.npz,Veliparib,GDSC2::1018::Veliparib,GDSC2,1018,source_drug,921,0.9059439141808244,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1133_serdemetan.npz,Serdemetan,GDSC2::1133::Serdemetan,GDSC2,1133,source_drug,920,1.2681834440030197,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1175_rucaparib.npz,Rucaparib,GDSC2::1175::Rucaparib,GDSC2,1175,source_drug,920,1.047872868859455,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1014_refametinib.npz,Refametinib,GDSC2::1014::Refametinib,GDSC2,1014,source_drug,919,1.907172449156141,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1494_sn_38.npz,SN-38,GDSC1::1494::SN-38,GDSC1,1494,source_drug,919,1.6285838733847633,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1024_lestaurtinib.npz,Lestaurtinib,GDSC2::1024::Lestaurtinib,GDSC2,1024,source_drug,919,1.6209307780867566,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2173_pfi_1.npz,PFI-1,GDSC2::2173::PFI-1,GDSC2,2173,source_drug,918,1.1205418549332955,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_2177_sgc0946.npz,SGC0946,GDSC2::2177::SGC0946,GDSC2,2177,source_drug,918,0.7886634024210462,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1038_nu7441.npz,NU7441,GDSC2::1038::NU7441,GDSC2,1038,source_drug,917,1.3422335739448252,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1050_zm447439.npz,ZM447439,GDSC2::1050::ZM447439,GDSC2,1050,source_drug,916,1.7058124102134744,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1061_sb590885.npz,SB590885,GDSC2::1061::SB590885,GDSC2,1061,source_drug,916,1.349718871345852,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1926_gne_317.npz,GNE-317,GDSC2::1926::GNE-317,GDSC2,1926,source_drug,916,1.3099912703815946,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1033_vismodegib.npz,Vismodegib,GDSC1::1033::Vismodegib,GDSC1,1033,source_drug,916,0.8132858294491095,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1911_dactinomycin.npz,Dactinomycin,GDSC2::1911::Dactinomycin,GDSC2,1911,source_drug,915,1.5856924134231019,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1047_nutlin_3a.npz,Nutlin-3a (-),GDSC1::1047::Nutlin-3a (-),GDSC1,1047,source_drug,915,1.3097839739258132,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1050_zm447439.npz,ZM447439,GDSC1::1050::ZM447439,GDSC1,1050,source_drug,915,1.2004222143445697,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1005_cisplatin.npz,Cisplatin,GDSC1::1005::Cisplatin,GDSC1,1005,source_drug,915,1.1328871335363269,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc2_1069_eht_1864.npz,EHT-1864,GDSC2::1069::EHT-1864,GDSC2,1069,source_drug,915,0.9862859780733956,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1008_methotrexate.npz,Methotrexate,GDSC1::1008::Methotrexate,GDSC1,1008,source_drug,914,1.662954427422224,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1007_docetaxel.npz,Docetaxel,GDSC1::1007::Docetaxel,GDSC1,1007,source_drug,914,1.4568425018148967,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1037_bx795.npz,BX795,GDSC1::1037::BX795,GDSC1,1037,source_drug,914,1.2263191595122425,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1013_nilotinib.npz,Nilotinib,GDSC1::1013::Nilotinib,GDSC1,1013,source_drug,914,1.2239938207232466,True
/Users/mycomputer/Documents/New project/real_app_gdsc/data/processed/gdsc_gdsc1_1049_pd173074.npz,PD173074,GDSC1::1049::PD173074,GDSC1,1049,source_drug,914,1.131406129239738,True
